codigo;interno;colecao;subcolecao;sigla;referencia;descricao;tipo;grupo;departamento;marca;divisao;categoria;status;grade;fornecedor;cadastro
322054;11785;VERÃO;;;322054;322054 - TOP RASGO;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
320101;11257;VERÃO;;;320101OFF;320101 - TOP RECORTES TEXTURA TRICOT;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
330019;21300;VERÃO;;;330019;330019 - TOP REDE TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-03-12
330081A;21445;VERÃO;;;330081;330081A - TOP REGATA TECNOLÓGICO;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-04-14
330081;21628;VERÃO;;;330081;330081 - TOP REGATA TECNOLÓGICO;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2025-05-27
330104;21523;VERÃO;;;330104;330104 - TOP REGATA TECNOLÓGICO LISTRAS;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2025-04-23
325013;12305;VERÃO;;;325013;325013 - TOP RENDA;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
330031;21311;VERÃO;;;330031;330031 - TOP RETO;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-03-12
334013;41132;VERÃO;2027;SS27;334013;334013 - TOP SEM ALÇA TRICOT;;TOP;TOP;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-01-29
326101;676;INVERNO;;;326101;326101 - TOP SOFIA;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
313053;9958;VERÃO;;;313053PRE;313053 - TOP SOFIA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
315174;10002;VERÃO;;;315174PRE;315174 - TOP SOFIA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
320109;11259;VERÃO;;;320109OFF;320109 - TOP SOFIA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
317060;506;ATEMPORAL;2024;;317060;317060 - TOP SOFIA AW20;;INTEIROS;VESTIDO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
321096;544;ATEMPORAL;2024;;321096;321096 - TOP SOFIA AW22;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
322051;11781;VERÃO;;;322051;322051 - TOP SOFIA LONGO;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
315036;10044;VERÃO;;;315036AZU;315036 - TOP SOFIA NERVURAS;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
315086;10140;VERÃO;;;315086OFF;315086 - TOP SOFIA NERVURAS;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
330018;21299;VERÃO;;;330018;330018 - TOP SOFIA NEW TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-03-12
325020;572;VERÃO;2024;SS24;325020;325020 - TOP SOFIA SS24;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
334156;41478;VERÃO;2027;SS27;334156;334156 - TOP TIRAS TRICOT;;TOP;TOP;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-04-18
334075;41269;VERÃO;2027;SS27;334075;334075 - TOP TORÇÃO NERVURA TRICOT;;TOP;TOP;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-02-25
319082;11147;VERÃO;;;319082MIL;319082 - TOP TRICOT;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
330074;21438;VERÃO;;;330074;330074 - TOP TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-04-14
325084;12383;VERÃO;;;325084;325084 - TOP TRICOT CAVADO;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
319042;11081;VERÃO;;;319042OFF;319042 - TOP TRICOT DECOTE OVAL;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
319041;11077;VERÃO;;;319041OFF;319041 - TOP TRICOT DECOTE PROFUNDO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
320028;11261;VERÃO;;;320028PRE;320028 - TOP TRICOT DECOTE V;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
324022;12219;INVERNO;;;324022;324022 - TOP TRICOT FRANJAS;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
322104;11858;VERÃO;;;322104;322104 - TOP TRICOT FRENTE ÚNICA;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
320108;11415;VERÃO;;;320108LAR;320108 - TOP TRICOT MULTICOLOR;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
323026;12065;INVERNO;;;323026;323026 - TOP TRICOT PESPONTOS;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
323052;12101;INVERNO;;;323052;323052 - TOP TRICOT QUADRADO;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
322049;11777;VERÃO;;;322049;322049 - TOP V TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
315173;10144;VERÃO;;;315173OFF;315173 - TOP VICTORIA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
327025;12831;VERÃO;;;327025;327025 - TOTE BAG COURO;;ACESSÓRIOS;UNISSEX;EGREY;UNISSEX;;;UNICA;;2024-10-25
318034;10909;VERÃO;;;318034MAR;318034 - TRENCH COAT;;;CAMISA;;;;;34 AO 48;;2024-10-21
314110;10463;VERÃO;;;314110PRE;314110 - TRENCH COAT LIV;;;CAMISA;;;;;34 AO 48;;2024-10-21
317132;11005;VERÃO;;;317132MAR;317132 - TRENCH COAT SARJA;;;CAMISA;;;;;34 AO 48;;2024-10-21
332225;41500;INVERNO;2027;AW27;332225;332225 - TRENCH COURO;;OUTERWEAR;TRENCH COAT;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-04-21
00173;155;INVERNO;2011;AW11;MM11N04SR270;00173 - TRICO GOLA CONSTRASTE LISTRADO;;;;;;;;PP/P/M/G/GG;;2010-09-27
00171;151;INVERNO;2011;AW11;MM11U04SR271;00171 - TRICO GOLA DIF. E LISTRA MANGA;;;;;;;;PP/P/M/G/GG;;2010-09-27
00176;161;INVERNO;2011;AW11;MM11U04SR268;00176 - TRICO GOLA V LISTRADO;;;;MANDI;;;;PP/P/M/G/GG;;2010-09-27
00175;159;INVERNO;2011;AW11;MM11N04SR269;00175 - TRICO GOLA V LOSANGO;;;;MANDI;;;;GRADE P M GG;;2010-09-27
00264;259;INVERNO;;;;00264 - TRICO TRANÇADO BLOCK;;TOP;TOP;BRITISH COLONY;MASCULINO;;;PP/P/M/G/GG;;2010-11-19
0007102;1413;VERÃO;;;0007102;0007102 - TRICOT BALA BROKE;;TOP;TOP;BALASARAE;MASCULINO;;;PP/P/M/G/GG;;2012-05-04
0007101;1411;VERÃO;;;0007101;0007101 - TRICOT BALA FLUTE;;TOP;TOP;BALASARAE;MASCULINO;;;PP/P/M/G/GG;;2012-05-04
0007103;1415;VERÃO;;;0007103;0007103 - TRICOT BALA SAILOR;;;MASCULINO;BALASARAE;MASCULINO;;;PP/P/M/G/GG;;2012-05-04
BY00002;465;INVERNO;;;;BY00002 - TRICOT BLOCK TEXTURAS;;TOP;TOP;BRITISH COLONY;FEMININO;;;GRADE P M GG;;2011-02-18
PJE0113-1037-004;1773;INVERNO;;;PJE0113-1037-004;PJE0113-1037-004 - TRICOT CAPUZ;;;MASCULINO;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2012-09-26
-00233;215;INVERNO;2011;AW11;90969;-00233 - TRICOT CAPUZ LISTRA LOCALIZADA;;;;MANDI;;;;GRADE P M GG;;2010-10-21
0006852;1407;VERÃO;;;0006852;0006852 - TRICOT CARDIGAN LISTRA DUB;;OUTERWEAR;CARDIGAN;RESERVA;MASCULINO;;;PP/P/M/G/GG;;2012-05-04
00055;82;VERÃO;2010;SS10;00929;00055 - TRICOT CARDIGAN NAVY;;;;BRITISH COLONY;;;;4;;2010-06-10
00056;84;VERÃO;2010;SS10;00935;00056 - TRICOT CARDIGAN NAVY TIE DIE;;;;BRITISH COLONY;;;;4;;2010-06-10
PJE0113-1037-006;1775;INVERNO;;;PJE0113-1037-006;PJE0113-1037-006 - TRICOT COM BOTÕES E CAPUZ;;TOP;TOP;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2012-09-26
LP0001;995;INVERNO;;;LP0001;LP0001 - TRICOT COM PASSANTE EM COURO E FAIXA;;TOP;TOP;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-24
TR 001;1349;INVERNO;;;TR 001;TR 001 - TRICOT DECOTE E GOLA;;;FEMININO;RAQUEL MATTAR;FEMININO;;;GRADE P M GG;;2012-02-15
TR 003;1351;INVERNO;;;TR 003;TR 003 - TRICOT FRENTE BORDADA;;TOP;TOP;RAQUEL MATTAR;FEMININO;;;GRADE P M GG;;2012-02-15
TR- V13-008;1707;VERÃO;;;TR- V13-008;TR- V13-008 - TRICOT FURINHO;;TOP;TOP;RAQUEL MATTAR;FEMININO;;;GRADE P M GG;;2012-08-27
AM0004;21247;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;AM0004;AM0004 - TRICOT GOLA ALTA;;;;ANGELA MOTTA;;;;PP/P/M/G/GG;;2025-02-27
00195;169;INVERNO;2011;AW11;10;00195 - TRICOT GOLA CARECA LOSANGO MANGAS;;;;MANDI;;;;GRADE P M GG;;2010-09-29
00224;205;INVERNO;2011;AW11;11N04SR270;00224 - TRICOT GOLA CONTRASTE LISTRADO;;;;MANDI;;;;GRADE P M GG;;2010-10-14
00223;203;INVERNO;2011;AW11;11U04SR271;00223 - TRICOT GOLA DIF E LISTRA MANGA;;;;MANDI;;;;GRADE P M GG;;2010-10-14
00234;217;;2010;;89408;00234 - TRICOT GOLA V LISTRADO;;;;MANDI;;;;GRADE P M GG;;2010-10-21
TR 0034;1613;VERÃO;;;TR 0034;TR 0034 - TRICOT HARPA;;TOP;TOP;KORDA;MASCULINO;;;GRADE P M GG;;2012-06-13
TR 0035;1615;VERÃO;;;TR 0035;TR 0035 - TRICOT HELGA;;TOP;TOP;KORDA;MASCULINO;;;GRADE P M GG;;2012-06-13
0006853;1409;VERÃO;;;0006853;0006853 - TRICOT HOODIE LISTRA DUB;;TOP;TOP;RESERVA;MASCULINO;;;PP/P/M/G/GG;;2012-05-04
TR 004;1345;INVERNO;;;TR 004;TR 004 - TRICOT LARGUINHO;;TOP;TOP;RAQUEL MATTAR;FEMININO;;;GRADE P M GG;;2012-02-15
70033;1391;VERÃO;;;70033;70033 - TRICOT LUREX;;TOP;TOP;RICHARDS;FEMININO;;;1 AO 5;;2012-04-23
TR-V13-001;1703;VERÃO;;;TR-V13-001;TR-V13-001 - TRICOT MANGA RENDA;;TOP;TOP;RAQUEL MATTAR;FEMININO;;;GRADE P M GG;;2012-08-10
15.01.0709;1013;INVERNO;;;15.01.0709;15.01.0709 - TRICOT MAXI PUNHO;;TOP;TOP;ANIMALE;FEMININO;;;PP/P/M/G/GG;;2011-10-25
15.01.0708;1015;INVERNO;;;15.01.0708;15.01.0708 - TRICOT METALIZADO VAZADO;;TOP;TOP;ANIMALE;FEMININO;;;PP/P/M/G/GG;;2011-10-25
LT0003;1045;INVERNO;;;LT0003;LT0003 - TRICOT MIA;;TOP;TOP;LEFT;FEMININO;;;PP/P/M/G/GG;;2011-10-27
0000665;1063;INVERNO;;;0000665;0000665 - TRICOT MINI RAGLAN TINTO MANGAS LISTRADA;;TOP;TOP;RESERVA;MASCULINO;;;18M AO 14A;;2011-11-16
00164;135;INVERNO;2010;AW10;2144;00164 - TRICOT MOLETOM CAPUZ;;OUTERWEAR;CARDIGAN;RESERVA;MASCULINO;;;PP/P/M/G/GG;FIAÇÃO FIDES LTDA.;2010-09-14
15047LI12;1313;INVERNO;;;15047LI12;15047LI12 - TRICOT NEW;;;;LENNY;;;;GRADE P M GG;;2012-02-09
15.01.0727;1389;VERÃO;;;15.01.0727;15.01.0727 - TRICOT PONTO RENDA;;TOP;TOP;ANIMALE;FEMININO;;;GRADE P M GG;;2012-04-18
TR-V13- 001;1713;VERÃO;;;TR-V13- 001;TR-V13- 001 - TRICOT PONTOS DE FLOR;;TOP;TOP;RAQUEL MATTAR;FEMININO;;;PP/P/M/G/GG;;2012-08-30
0006849;1401;VERÃO;;;0006849;0006849 - TRICOT RAGLAN LISTRADO ELETRO;;TOP;TOP;RESERVA;MASCULINO;;;PP/P/M/G/GG;;2012-05-04
0000613;1029;INVERNO;;;0000613;0000613 - TRICOT RAGLAN LISTRADO KINKS;;TOP;TOP;RESERVA;MASCULINO;;;PP/P/M/G/GG;;2011-10-27
0000614;1023;INVERNO;;;0000614;0000614 - TRICOT RAGLAN TINTO MANGAS LISTRADO BE COOL;;TOP;TOP;RESERVA;MASCULINO;;;PP/P/M/G/GG;;2011-10-27
TR 0030;1619;VERÃO;;;TR 0030;TR 0030 - TRICOT STRIKE;;TOP;TOP;KORDA;MASCULINO;;;GRADE P M GG;;2012-06-13
70037;1393;VERÃO;;;70037;70037 - TRICOT TEIA;;TOP;TOP;RICHARDS;FEMININO;;;1 AO 5;;2012-04-23
JL090;21379;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;JL090;JL090 - TRICOT TOP CASAQUINHO;;;;JULIANA LENZ;;;;PP/P/M/G/GG;;2025-03-26
JL066;21232;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;JL066;JL066 - TRICOT TOP MAXI;;TOP;FEMININO;JULIANA LENZ;FEMININO;;;PP/P/M/G/GG;;2025-02-18
00172;153;INVERNO;2011;AW11;MM11U04SR272;00172 - TRICOT TRANÇADO GOLA V;;;;;;;;GRADE P M GG;;2010-09-27
MM14J04SR363;507;VERÃO;2011;SS11;;MM14J04SR363 - TRICOT TYE DYE;;TOP;TOP;MANDI;MASCULINO;;;PP/P/M/G/GG;;2011-04-11
00262;253;INVERNO;;;;00262 - TRICOT V ESPINHA DE PEIXE;;TOP;TOP;BRITISH COLONY;MASCULINO;;;GRADE P M GG;;2010-11-08
00054;80;VERÃO;2010;SS10;00928;00054 - TRICOT V LIGHT;;;;BRITISH COLONY;;;;4;;2010-06-10
217020;21279;VERÃO;;;217020;217020 - TSHIRT CLASSIC;;TOP;MASCULINO;EGREY;MASCULINO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2025-03-12
330028;21308;VERÃO;;;330028;330028 - TSHIRT CLASSIC;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-03-12
328119;12669;VERÃO;;;328119;328119 - TSHIRT DESTROYED PIMA;;TOP;;EGREY;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
314183;12801;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;314183;314183 - TSHIRT DRICA DECOTE CARECA;;;;EGREY;;;;PP/P/M/G/GG;;2024-10-24
314185;12827;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;314185;314185 - TSHIRT DRICA DECOTE V;;;;EGREY;;;;PP/P/M/G/GG;;2024-10-24
322002;11623;VERÃO;;;322002;322002 - TSHIRT ISABELLA;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
322000;546;INVERNO;;;322000;322000 - TSHIRT MANGA 3/4;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
217019;21278;INVERNO;2026;AW26;217019;217019 - TSHIRT OVERSIZED NEW MEN;;TOP;CAMISETA;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG/EXG/EGG/EEGG;;2025-03-12
120009;22078;PERENE;;;;120009 - TSHIRT OVERSIZED NEW MEN;;TOP;CAMISETA;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG;;2025-10-22
322001;201;INVERNO;;;322001;322001 - TSHIRT OVERSIZED WOMEN;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-14
215033;21104;VERÃO;;;215033;215033 - TSHIRT PESPONTO PIMA;;TOP;MASCULINO;EGREY;MASCULINO;;;PP/P/M/G/GG;;2024-11-29
210000;11621;VERÃO;;;210000;210000 - TSHIRT RAGLAN BICOLOR;;TOP;MASCULINO;EGREY;MASCULINO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
332100;22050;INVERNO;2026;AW26;332100;332100 - TSHIRT SPORT;;TOP;CAMISETA;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-10-17
219054;21855;INVERNO;2026;AW26;219054;219054 - TSHIRT THIN COLLAR MEN PIMA;;TOP;CAMISETA;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG;;2025-09-19
332033;21878;INVERNO;2026;AW26;332033;332033 - TSHIRT THIN COLLAR WOMEN;;TOP;CAMISETA;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-09-22
AP0002;21234;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;AP0002;AP0002 - TUNICA (CONJUNTO);;;;APARATTO;;;;PP/P/M/G/GG;;2025-02-19
328094;13027;VERÃO;;;328094;328094 - TUNICA C/ MANGA TRICOT LUREX;;TUNICA;;EGREY;;;;PP/P/M/G/GG;;2024-11-11
313122;10771;VERÃO;;;313122;313122 - TUNICA EYES;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
328120;788;VERÃO;2024;SS24;328120;328120 - TUNICA GOLA V TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
VERVE05;1579;INVERNO;;;VERVE;VERVE05 - TUNICA GOLÃO;;TOP;TOP;VERVE;FEMININO;;;UNICA;;2012-05-11
317125;10444;VERÃO;;;317125;317125 - TUNICA LILI;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
328093;262;VERÃO;2024;SS24;328093;328093 - TUNICA REGATA TRICOT;;TOP;FEMININO;EGREY;FEMININO;;INDEFINIDO;PP/P/M/G/GG;;2024-10-14
328069;13021;VERÃO;;;328069;328069 - TUNICA REGATA TRICOT LUREX;;;;EGREY;;;;PP/P/M/G/GG;;2024-11-08
313133;10777;VERÃO;;;313133;313133 - TUNICA TECNOLOGICA;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
313134;10779;VERÃO;;;313134;313134 - TUNICA TECNOLOGICA LISTRADA;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
314000;10477;VERÃO;;;314000AZU;314000 - TURTLE NECK CASHMERE BOTõES;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
317068;11187;VERÃO;;;317068UVA;317068 - TURTLE NECK CASHMERE BOTõES;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
329111;21634;INVERNO;;;329111;329111 - TWINSET UNI TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-05-28
205066;10479;VERÃO;;;205066MAR;205066 - TÊNIS ARAGANA;;;CAMISA;;;;;34 AO 48;;2024-10-21
219063;21865;INVERNO;2026;AW26;219063;219063 - TÊNIS CAMURÇA;;CALÇADOS;TENIS;EGREY;MASCULINO;PROPRIA;;33/34/35/36/37/38/39/40/4;;2025-09-19
204071;10077;VERÃO;;;204071RAT;204071 - TÊNIS COURO;;;CAMISA;;;;;34 AO 48;;2024-10-21
217047;21478;VERÃO;;;217047;217047 - TÊNIS DE COURO;;SAPATOS;MASCULINO;EGREY;MASCULINO;;;33/34/35/36/37/38/39/40/4;;2025-04-14
211019;12015;VERÃO;;;211019;211019 - TÊNIS SARJA;;SAPATOS;MASCULINO;EGREY;MASCULINO;;;39/40/41/42/43/44/45;;2024-10-21
219064;21866;INVERNO;2026;AW26;219064;219064 - TÊNIS SPORT;;CALÇADOS;TENIS;EGREY;MASCULINO;PROPRIA;;33/34/35/36/37/38/39/40/4;;2025-09-19
332110;22036;INVERNO;2026;AW26;332110;332110 - TÊNIS SPORT;;CALÇADOS;TENIS;EGREY;FEMININO;PROPRIA;;33/34/35/36/37/38/39/40/4;;2025-10-17
219065;21867;INVERNO;2026;AW26;219065;219065 - TÊNIS SPORT COURO;;CALÇADOS;TENIS;EGREY;MASCULINO;PROPRIA;;33/34/35/36/37/38/39/40/4;;2025-09-19
315005;10245;VERÃO;;;315005AZU;315005 - TÚNICA JOLIE;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
328024;12615;VERÃO;;;328024;328024 - TÚNICA LINHO LISTRAS;;INTEIROS;VESTIDO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
334114;41403;VERÃO;2027;SS27;334114;334114 - TÚNICA ML CANELADA TRICOT;;TOP;CAMISETA;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-03-31
334145;41485;VERÃO;2027;SS27;334145;334145 - TÚNICA ML LISTRAS TRICOT;;TUNICA;;;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-04-18
334133;41467;VERÃO;2027;SS27;334133;334133 - TÚNICA TRICOT;;TUNICA;;;FEMININO;;;PP/P/M/G/GG;;2026-04-14
326008;12497;INVERNO;;;326008;326008 - TÚNICA TRICOT CANELADA;;INTEIROS;VESTIDO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
329101;12719;INVERNO;;;329101;329101 - TÚNICA TRICOT MANGA 3/4;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-23
334074;41267;VERÃO;2027;SS27;334074;334074 - TÚNICA VICHY TRICOT;;TUNICA;;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-02-25
315105;10074;VERÃO;;;315105OFF;315105 - TúNICA JOLIE;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
315207;10070;VERÃO;;;315207VER;315207 - TúNICA LONGA AMBER;;;CAMISA;;;;;34 AO 48;;2024-10-21
311057;12177;VERÃO;;;311057PRE;311057 - TúNICA ORIGAMI;;;CAMISA;;;;;34 AO 48;;2024-10-21
314001;500;ATEMPORAL;2024;;314001;314001 - V NECK CASHMERE;;INTEIROS;VESTIDO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
239083;41572;VERÃO;2027;SS27;239083;239083 - V NECK PIMA MEN;;TOP;CAMISETA;EGREY;MASCULINO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-06-23
317102;510;ATEMPORAL;2024;;317102;317102 - V NECK T SHIRT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
320059;524;ATEMPORAL;2024;;320059;320059 - V NECK T SHIRT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
000958;1433;INDEF - INDEFINIDO;;;;000958 - VALOR COMPLEMENTAR A NF-E DE Nº 515 DE 15/02/2012 REFERENTE A VARIAÇÃO CAMBIAL-EXP 1120-CRY-JAPÃO;;;;;;;;UNICA;;2012-05-08
15.18.0172;1221;INVERNO;;;15.18.0172;15.18.0172 - VE WATERFALL;;INTEIROS;VESTIDO;BOBÔ;FEMININO;;;GRADE P M GG;;2012-01-09
600004;12851;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;600004;600004 - VELA BLACK CHAMOMILE;;;;MONOCHROMA;;;;UNICA;;2024-10-28
600003;12850;;;;600003;600003 - VELA BLACK FIG;;;;MONOCHROMA;;;;UNICA;;2024-10-28
600005;12853;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;600005;600005 - VELA BLACK LAVENDER;;ACESSÓRIOS;;MONOCHROMA;HOME;CONSIGNADO;;UNICA;;2024-10-28
600001;12847;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;600001;600001 - VELA WHITE CITRUS;;;;MONOCHROMA;;;;UNICA;;2024-10-28
600002;12849;VERÃO;INDEF - INDEFINIDO;;600002;600002 - VELA WHITE CLERICOT;;ACESSÓRIOS;;MONOCHROMA;HOME;CONSIGNADO;;UNICA;;2024-10-28
600000;12845;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;600000;600000 - VELA WHITE SAND & SALT;;;;MONOCHROMA;;;;UNICA;;2024-10-28
001;12605;VERÃO;;;;001 - VESTIDO;;TOP;FEMININO;EGREY;FEMININO;;;34 AO 48;;2024-10-21
AP0005;21237;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;AP0005;AP0005 - VESTIDO;;;;APARATTO;;;;PP/P/M/G/GG;;2025-02-19
BL001;21395;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;BL001;BL001 - VESTIDO;;;;BETINA DE LUCCA;;;;PP/P/M/G/GG;;2025-04-04
007;21642;VERÃO;;;;007 - VESTIDO;;TOP;FEMININO;EGREY;FEMININO;;;UNICA;;2025-05-30
334134;41459;VERÃO;2027;SS27;334134;334134 - VESTIDO  DETALHE PAETÊ;;INTEIROS;VESTIDO;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-04-14
334067;41235;VERÃO;2027;SS27;334067;334067 - VESTIDO  FLOR;;INTEIROS;VESTIDO;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-02-20
00302;351;INVERNO;;;;00302 - VESTIDO 1 OMBRO LUREX;;INTEIROS;VESTIDO;LEELOO;FEMININO;;;GRADE P M GG;;2011-01-04
EY0016;387;INVERNO;;;;EY0016 - VESTIDO 60;;INTEIROS;VESTIDO;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-01-13
328047;754;VERÃO;2024;SS24;328047;328047 - VESTIDO AJUSTE QUADRIL;;INTEIROS;VESTIDO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-15
301002;1419;VERÃO;;;;301002 - VESTIDO ALAN;;INTEIROS;VESTIDO;;FEMININO;;;PP/P/M/G/GG;BONDUKI LINHAS. FIOS E CONF. LTDA.;2012-05-08
336008;41109;VERÃO;2027;SS27;336008;336008 - VESTIDO ALCINHA CETIM SEDA MAY;;INTEIROS;VESTIDO;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-01-13
313001;10698;VERÃO;;;313001;313001 - VESTIDO ALCINHA TRANÇADO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
314177;9844;VERÃO;;;314177AZP;314177 - VESTIDO ALDA;;;CAMISA;;;;;34 AO 48;;2024-10-21
332224;22126;INVERNO;2026;AW26;332224;332224 - VESTIDO ALEXANDRA GOLA ALTA LÃ TRICOT;;INTEIROS;VESTIDO;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-11-06
332221;22125;INVERNO;2026;AW26;332221;332221 - VESTIDO ALEXANDRA GOLA ALTA TRICOT;;INTEIROS;VESTIDO;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-11-05
